municipio;Total;Branca;Preta;Amarela;Parda;Indígena;n_declarado
Cunha (SP);10702;7727;233;35;2699;8;-
Descalvado (SP);15727;12187;460;63;3008;9;-
Diadema (SP);199286;100272;14749;2064;82036;157;8
Dirce Reis (SP);814;551;18;9;236;-;-
Divinolândia (SP);5621;4551;112;12;946;-;-
Dobrada (SP);3823;1953;177;3;1685;5;-
Dois Córregos (SP);12344;9326;482;27;2508;1;-
Dolcinópolis (SP);1005;723;34;8;239;1;-
Dourado (SP);4245;3405;221;8;608;3;-
Dracena (SP);21853;15501;533;517;5290;12;-
Duartina (SP);6281;4346;187;90;1653;5;-
Dumont (SP);4047;2804;112;5;1125;1;-
Echaporã (SP);3203;2009;85;11;1095;3;-
Eldorado (SP);7163;3091;783;72;3194;23;-
Elias Fausto (SP);7607;5307;343;40;1913;4;-
Elisiário (SP);1470;1168;55;1;246;-;-
Embaúba (SP);1164;792;19;2;350;1;-
Embu das Artes (SP);123502;56260;10093;930;56125;91;3
Embu-Guaçu (SP);31583;18401;1565;297;11286;34;-
Emilianópolis (SP);1503;879;48;25;549;2;-
Engenheiro Coelho (SP);7488;4075;353;90;2966;4;-
Espírito Santo do Pinhal (SP);21400;17474;910;37;2973;6;-
Espírito Santo do Turvo (SP);2099;1368;48;8;673;2;-
Estrela d'Oeste (SP);4075;3168;81;22;803;1;-
Estrela do Norte (SP);1288;668;47;10;563;-;-
Euclides da Cunha Paulista (SP);4753;1823;188;30;2711;1;-
Fartura (SP);7894;6644;176;25;1044;5;-
Fernandópolis (SP);33178;25702;826;387;6240;23;-
Fernando Prestes (SP);2808;2322;51;6;426;3;-
Fernão (SP);769;513;7;8;241;-;-
Ferraz de Vasconcelos (SP);86163;42204;6601;425;36821;112;-
Flora Rica (SP);872;477;37;7;348;3;-
Floreal (SP);1507;1250;47;3;207;-;-
Flórida Paulista (SP);5793;3527;121;90;2053;2;-
Florínia (SP);1446;1030;60;5;351;-;-
Franca (SP);163176;115292;9572;844;37303;165;-
Francisco Morato (SP);77836;34250;6113;308;37108;57;-
Franco da Rocha (SP);64142;34055;4449;308;25139;84;107
Gabriel Monteiro (SP);1333;931;24;23;355;-;-
Gália (SP);3505;2216;159;46;1075;9;-
Garça (SP);22145;13800;1209;355;6767;14;-
Gastão Vidigal (SP);1895;1259;51;2;583;-;-
Gavião Peixoto (SP);2135;1254;145;1;734;1;-
General Salgado (SP);5317;3634;186;29;1468;-;-
Getulina (SP);4904;2805;219;69;1808;3;-
Glicério (SP);2276;1520;99;15;641;1;-
Guaiçara (SP);5303;3090;235;57;1920;1;-
Guaimbê (SP);2728;1270;158;101;1199;-;-
Guaíra (SP);18884;12063;990;380;5445;6;-
Guapiaçu (SP);8840;6380;243;30;2185;2;-
Guapiara (SP);8845;5077;65;109;3591;3;-
Guará (SP);9974;5049;1094;107;3723;1;-
Guaraçaí (SP);4240;2535;146;157;1401;1;-
Guaraci (SP);4892;3001;257;29;1592;13;-
Guarani d'Oeste (SP);1007;751;19;6;231;-;-
Guarantã (SP);3186;1835;87;29;1231;4;-
Guararapes (SP);15506;9332;514;382;5257;21;-
Guararema (SP);12846;8972;575;132;3156;11;-
Guaratinguetá (SP);58126;41401;2275;288;14131;31;-
Guareí (SP);5638;4447;97;14;1078;2;-
Guariba (SP);17574;8645;1063;78;7782;6;-
Guarujá (SP);149041;72143;9089;1011;66532;264;2
Guarulhos (SP);626936;342520;36606;7985;238996;748;81
Guatapará (SP);3387;1919;160;203;1103;2;-
Guzolândia (SP);2318;1428;42;17;831;-;-
Herculândia (SP);4345;2347;163;40;1785;10;-
Holambra (SP);5574;3900;177;23;1469;5;-
Hortolândia (SP);95253;52151;6137;634;36230;101;-
Iacanga (SP);4849;3541;153;34;1120;1;-
Iacri (SP);3170;1842;62;79;1185;2;-
Iaras (SP);2180;1308;105;10;755;2;-
Ibaté (SP);14920;9384;700;68;4761;7;-
Ibirá (SP);5482;4324;63;17;1078;-;-
Ibirarema (SP);3330;2681;105;17;527;-;-
Ibitinga (SP);26946;20714;773;121;5328;10;-
Ibiúna (SP);35001;23530;897;1046;9502;26;-
Icém (SP);3667;2068;184;27;1382;6;-
Iepê (SP);3849;2923;87;22;815;2;-
Igaraçu do Tietê (SP);11709;7509;651;42;3503;4;-
Igarapava (SP);14110;8461;853;88;4702;6;-
Igaratá (SP);4309;3083;154;22;1049;1;-
Iguape (SP);14379;8484;444;222;5163;66;-
Ilhabela (SP);13867;7549;581;95;5609;33;-
Ilha Comprida (SP);4550;2873;211;39;1425;2;-
Ilha Solteira (SP);12865;7466;523;224;4622;30;-
Indaiatuba (SP);101441;71310;4109;1401;24534;86;1
Indiana (SP);2402;1632;84;6;678;2;-
Indiaporã (SP);1983;1486;69;6;421;1;-
Inúbia Paulista (SP);1809;1066;40;27;676;-;-
Ipaussu (SP);6770;4888;293;34;1545;10;-
Iperó (SP);13091;8505;533;44;4006;3;-
Ipeúna (SP);2906;1947;118;4;832;5;-
Ipiguá (SP);2196;1716;62;7;409;2;-
Iporanga (SP);2128;549;206;5;1367;1;-
Ipuã (SP);6938;4120;260;44;2511;3;-
Iracemápolis (SP);9983;7135;394;36;2410;8;-
Irapuã (SP);3472;2535;112;5;820;-;-
Irapuru (SP);3257;1880;176;109;1091;1;-
Itaberá (SP);8842;6751;141;56;1885;9;-
Itaí (SP);11247;8149;186;102;2801;9;-
Itajobi (SP);7207;6164;139;24;880;-;-
Itaju (SP);1541;1141;32;1;367;-;-
Itanhaém (SP);44865;26800;2031;346;15544;144;-
Itaóca (SP);1541;535;53;6;946;1;-
Itapecerica da Serra (SP);76344;37642;4949;763;32888;100;2
Itapetininga (SP);72210;57311;1555;761;12530;53;-
Itapeva (SP);44510;33761;839;297;9563;50;-
Itapevi (SP);102023;47651;7917;484;45872;63;36
Itapira (SP);34587;27550;1373;122;5528;14;-
Itapirapuã Paulista (SP);1878;1031;18;12;817;-;-
Itápolis (SP);20184;16084;546;121;3419;14;-
Itaporanga (SP);7269;5728;159;108;1251;23;-
Itapuí (SP);6023;4443;328;9;1243;-;-
Itapura (SP);2100;928;136;23;1011;2;-
Itaquaquecetuba (SP);163228;71862;11336;978;78944;108;-
Itararé (SP);24411;19371;423;97;4506;14;-
Itariri (SP);7677;3888;452;161;3133;43;-
Itatiba (SP);51324;36797;2095;473;11934;25;-
Itatinga (SP);8822;6584;271;33;1927;7;-
Itirapina (SP);6370;4430;292;33;1606;9;-
Itirapuã (SP);2901;1640;170;13;1078;-;-
Itobi (SP);3638;2500;310;13;815;-;-
Itu (SP);77928;56272;3383;416;17794;52;11
Itupeva (SP);22066;14746;861;190;6255;14;-
Ituverava (SP);19821;13168;1063;221;5359;10;-
Jaborandi (SP);3254;2062;203;24;963;2;-
Jaboticabal (SP);36868;26921;1746;338;7834;29;-
Jacareí (SP);108122;76678;4886;1177;25301;78;2
Jaci (SP);2765;2148;54;7;553;3;-
Jacupiranga (SP);8431;4919;196;68;3242;6;-
Jaguariúna (SP);22307;15914;765;155;5449;24;-
Jales (SP);24026;18619;532;452;4406;17;-
Jambeiro (SP);2580;1999;74;7;499;1;-
Jandira (SP);55281;28950;3640;290;22324;62;15
Jardinópolis (SP);18712;13025;887;54;4732;14;-
Jarinu (SP);11842;7523;463;84;3761;11;-
Jaú (SP);66826;52486;3189;218;10903;30;-
Jeriquara (SP);1538;814;131;16;570;7;-
Joanópolis (SP);5841;4958;118;26;735;4;-
João Ramalho (SP);2052;1186;111;13;742;-;-
José Bonifácio (SP);16412;12761;408;78;3158;7;-
Júlio Mesquita (SP);2251;1088;96;25;1042;-;-
Jumirim (SP);1354;974;46;3;329;2;-
Jundiaí (SP);190077;147564;6817;1688;33885;121;2
Junqueirópolis (SP);8805;5634;254;219;2693;5;-
Juquiá (SP);9506;4916;310;155;4115;10;-
Juquitiba (SP);14194;8974;481;143;4575;21;-
Lagoinha (SP);2362;1814;74;9;459;6;-
Laranjal Paulista (SP);12786;9886;544;26;2319;11;-
Lavínia (SP);2596;1637;86;55;817;1;-
Lavrinhas (SP);3270;2291;130;6;843;-;-
Leme (SP);45726;33262;1771;207;10470;11;5
Lençóis Paulista (SP);30930;22236;935;174;7574;11;-
Limeira (SP);140394;102938;7184;727;29453;89;3
Lindóia (SP);3386;2666;110;14;587;9;-
Lins (SP);36751;23566;2119;828;10228;10;-
Lorena (SP);42679;28391;2581;212;11474;18;3
Lourdes (SP);1021;689;42;8;281;1;-
Louveira (SP);18324;12274;731;72;5238;9;-
Lucélia (SP);9323;6533;154;144;2488;4;-
Lucianópolis (SP);1131;739;33;6;353;-;-
Luís Antônio (SP);5454;3274;340;24;1814;2;-
Luiziânia (SP);2418;1119;104;3;1190;2;-
Lupércio (SP);2232;1233;106;6;881;6;-
Lutécia (SP);1360;792;58;8;502;-;-
Macatuba (SP);8107;5396;327;4;2370;10;-
Macaubal (SP);3783;3295;54;9;425;-;-
Macedônia (SP);1827;1398;31;14;382;2;-
Magda (SP);1549;1188;33;3;323;2;-
Mairinque (SP);21685;13391;870;270;7132;22;-
Mairiporã (SP);39981;26652;1700;345;11257;26;1
Manduri (SP);4473;3593;122;18;738;2;-
Marabá Paulista (SP);1764;771;70;9;913;1;-
Maracaí (SP);6669;4674;219;36;1727;13;-
Marapoama (SP);1284;1138;29;2;115;-;-
Mariápolis (SP);1895;1213;43;15;624;-;-
Marília (SP);112019;74194;4768;3024;29903;129;1
Marinópolis (SP);1050;707;49;8;286;-;-
Martinópolis (SP);11618;7403;350;115;3747;3;-
Matão (SP);38753;27098;1911;235;9476;31;2
Mauá (SP);212971;121790;12352;1544;77061;218;6
Mendonça (SP);2283;1733;30;11;509;-;-
Meridiano (SP);1963;1537;50;9;367;-;-
Mesópolis (SP);929;602;17;10;300;-;-
Miguelópolis (SP);10247;6109;530;116;3487;5;-
Mineiros do Tietê (SP);6046;4286;204;8;1548;-;-
Miracatu (SP);10180;5533;357;136;4067;87;-
Mira Estrela (SP);1419;965;49;14;384;1;6
Mirandópolis (SP);12428;7683;305;564;3871;5;-
Mirante do Paranapanema (SP);8396;4233;261;150;3743;9;-
Mirassol (SP);27390;21059;1103;126;5089;13;-
Mirassolândia (SP);2102;1439;69;13;579;2;-
Mococa (SP);33231;24323;1381;134;7386;7;-
Mogi das Cruzes (SP);198922;124023;11251;8516;54947;185;-
Mogi Guaçu (SP);69151;55636;2093;229;11152;41;-
Moji Mirim (SP);43908;34514;1592;232;7514;55;1
Mombuca (SP);1603;1110;79;2;411;1;-
Monções (SP);1031;783;29;3;216;-;-
Mongaguá (SP);23195;13794;1336;131;7748;186;-
Monte Alegre do Sul (SP);3571;2900;86;20;563;2;-
Monte Alto (SP);23664;18637;663;215;4140;9;-
Monte Aprazível (SP);10932;8616;310;35;1968;3;-
Monte Azul Paulista (SP);9440;6945;280;37;2173;5;-
Monte Castelo (SP);2052;1365;63;14;605;5;-
Monteiro Lobato (SP);1970;1460;53;13;441;3;-
Monte Mor (SP);24477;13763;1561;105;9032;16;-
Morro Agudo (SP);14237;7302;1010;133;5781;11;-
Morungaba (SP);5874;4028;137;32;1672;5;-
Motuca (SP);2128;1275;118;5;730;-;-
Murutinga do Sul (SP);2089;1321;49;30;689;-;-
Nantes (SP);1350;667;53;4;626;-;-
Narandiba (SP);2118;1021;112;50;929;6;-
Natividade da Serra (SP);3192;2528;25;8;629;2;-
Nazaré Paulista (SP);7960;5799;322;56;1777;6;-
Neves Paulista (SP);4409;3542;118;8;741;-;-
Nhandeara (SP);5444;4495;217;9;722;1;-
Nipoã (SP);2012;1285;59;-;668;-;-
Nova Aliança (SP);2969;2395;62;13;499;-;-
Nova Campina (SP);4170;2976;57;13;1123;1;-
Nova Canaã Paulista (SP);1038;695;28;12;301;2;-
Nova Castilho (SP);569;382;16;3;168;-;-
Nova Europa (SP);4651;2890;312;17;1431;1;-
Nova Granada (SP);9521;6349;356;63;2753;-;-
Nova Guataporanga (SP);1075;783;18;5;268;1;-
Nova Independência (SP);1543;812;45;15;671;-;-
Novais (SP);2113;1103;116;13;881;-;-
Nova Luzitânia (SP);1621;984;102;12;522;1;-
Nova Odessa (SP);25897;19201;904;119;5655;18;-
Novo Horizonte (SP);18322;14446;460;49;3356;11;-
Nuporanga (SP);3407;2694;101;14;598;-;-
Ocauçu (SP);2026;1325;103;7;591;-;-
Óleo (SP);1329;1121;21;3;184;-;-
Olímpia (SP);25339;18392;992;127;5819;9;-
Onda Verde (SP);1891;1041;95;15;736;4;-
Oriente (SP);3112;1800;145;20;1147;-;-
Orindiúva (SP);2776;1529;143;46;1055;3;-
Orlândia (SP);20286;12721;1002;72;6478;13;-
Osasco (SP);346304;206998;19877;3514;115602;285;28
Oscar Bressane (SP);1320;874;49;22;372;3;-
Osvaldo Cruz (SP);15363;10452;357;282;4265;7;-
Ourinhos (SP);53054;38458;2127;758;11659;52;-
Ouroeste (SP);4215;2643;87;55;1427;3;-
Ouro Verde (SP);3934;1968;157;21;1783;5;-
Pacaembu (SP);5482;3275;143;214;1850;-;-
Palestina (SP);5456;3901;169;27;1357;2;-
Palmares Paulista (SP);5073;2742;311;29;1990;1;-
Palmeira d'Oeste (SP);4779;3473;154;81;1071;-;-
Palmital (SP);10833;8773;225;39;1793;3;-
Panorama (SP);7271;4207;175;54;2817;18;-
Paraguaçu Paulista (SP);21019;13688;821;262;6219;29;-
Paraibuna (SP);8551;6705;224;54;1564;4;-
Paraíso (SP);2886;2264;71;1;549;1;-
Paranapanema (SP);8746;6238;202;44;2252;10;-
Paranapuã (SP);1865;1211;69;64;520;1;-
Parapuã (SP);5309;3464;169;89;1583;4;-
Pardinho (SP);2738;2080;111;10;536;1;-
Pariquera-Açu (SP);9308;5700;291;80;3192;45;-
Parisi (SP);988;737;46;5;198;2;-
Patrocínio Paulista (SP);6404;4046;513;30;1810;5;-
Paulicéia (SP);3049;1729;77;31;1210;-;2
Paulínia (SP);41478;26999;2221;476;11736;46;-
Paulistânia (SP);860;654;24;6;175;1;-
Paulo de Faria (SP);4290;2283;416;51;1537;3;-
Pederneiras (SP);20636;14143;857;81;5545;10;-
Pedra Bela (SP);2750;2287;37;8;417;1;-
Pedranópolis (SP);1244;1035;20;6;183;-;-
Pedregulho (SP);7715;4743;387;21;2561;3;-
Pedreira (SP);20953;15743;571;66;4555;18;-
Pedrinhas Paulista (SP);1477;1105;33;4;330;5;-
Pedro de Toledo (SP);5048;2693;166;79;2106;4;-
Penápolis (SP);29942;21926;909;292;6793;22;-
Pereira Barreto (SP);12692;6195;474;588;5425;10;-
Pereiras (SP);3668;2978;67;8;614;1;-
Peruíbe (SP);30633;18154;1688;410;10170;211;-
Piacatu (SP);2625;1608;94;33;889;1;-
Piedade (SP);25565;20024;419;752;4340;30;-
Pilar do Sul (SP);12991;9815;238;436;2496;6;-
Pindamonhangaba (SP);74707;49228;3264;620;21532;63;-
Pindorama (SP);7347;5725;218;21;1380;3;-
Pinhalzinho (SP);6512;5189;169;33;1115;6;-
Piquerobi (SP);1784;1058;28;11;687;-;-
Piquete (SP);7290;4758;497;22;2012;1;-
Piracaia (SP);12602;9654;294;157;2483;14;-
Piracicaba (SP);186226;135992;11329;1074;37700;127;4
Piraju (SP);14649;12379;264;69;1934;3;-
Pirajuí (SP);10134;7258;337;51;2480;8;-
Pirangi (SP);5230;4033;181;21;995;-;-
Pirapora do Bom Jesus (SP);7915;3811;462;43;3593;6;-
Pirapozinho (SP);12612;7346;587;279;4387;13;-
Pirassununga (SP);35784;26877;1632;140;7106;29;-
Piratininga (SP);6086;4539;186;59;1295;7;-
Pitangueiras (SP);17298;9878;772;115;6530;3;-
Planalto (SP);2150;1649;82;5;413;1;-
Platina (SP);1532;1052;38;6;433;3;-
Poá (SP);54721;30231;3873;362;20198;57;-
Poloni (SP);2724;2085;57;10;571;1;-
Pompéia (SP);10171;5982;375;285;3525;4;-
Pongaí (SP);1688;1400;31;1;255;1;-
Pontal (SP);19069;8967;887;77;9113;25;-
Pontalinda (SP);1914;1108;113;10;683;-;-
Pontes Gestal (SP);1262;911;25;12;314;-;-
Populina (SP);2084;1411;96;12;562;3;-
Porangaba (SP);4050;3237;104;8;701;-;-
Porto Feliz (SP);24358;18409;1173;76;4682;18;-
Porto Ferreira (SP);25898;18208;1206;72;6397;15;-
Potim (SP);8423;5263;300;18;2839;3;-
Potirendaba (SP);7597;5956;106;25;1510;-;-
Pracinha (SP);778;493;50;7;228;-;-
Pradópolis (SP);8495;5564;402;8;2518;3;-
Praia Grande (SP);136125;79599;7231;1098;47983;214;-
Pratânia (SP);2220;1605;63;1;551;-;-
Presidente Alves (SP);2085;1424;61;5;594;1;-
Presidente Bernardes (SP);6887;4804;226;172;1681;4;-
Presidente Epitácio (SP);21101;10884;893;320;8982;22;-
Presidente Prudente (SP);107716;70491;4559;3317;29223;125;1
Presidente Venceslau (SP);18999;11661;625;481;6218;10;4
Promissão (SP);17918;11534;626;242;5512;4;-
Quadra (SP);1529;1243;58;5;223;-;-
Quatá (SP);6406;3743;178;43;2430;12;-
Queiroz (SP);1384;614;29;9;731;1;-
Queluz (SP);5552;3021;352;20;2152;7;-
Quintana (SP);3035;1716;93;45;1181;-;-
Rafard (SP);4355;3192;224;4;935;-;-
Rancharia (SP);14651;9460;545;167;4452;27;-
Redenção da Serra (SP);1856;1436;55;17;347;1;-
Regente Feijó (SP);9306;5980;295;168;2850;13;-
Reginópolis (SP);2642;2069;71;5;497;-;-
Registro (SP);27605;17240;811;1034;8477;43;-
Restinga (SP);3291;1911;149;12;1212;7;-
Ribeira (SP);1615;991;29;1;594;-;-
Ribeirão Bonito (SP);6031;3413;416;32;2165;5;-
Ribeirão Branco (SP);8873;5961;90;61;2748;13;-
Ribeirão Corrente (SP);2055;1081;143;26;805;-;-
Ribeirão do Sul (SP);2215;1634;47;1;533;-;-
Ribeirão dos Índios (SP);1098;660;48;7;382;1;-
Ribeirão Grande (SP);3627;2831;25;21;748;2;-
Ribeirão Pires (SP);57750;37468;2787;711;16710;74;-
Ribeirão Preto (SP);314511;223036;19123;2998;69012;277;65
Riversul (SP);3116;2274;46;7;789;-;-
Rifaina (SP);1712;1121;67;9;515;-;-
Rincão (SP);5170;3056;228;39;1838;9;-
Rinópolis (SP);4884;3287;104;67;1425;1;-
Rio Claro (SP);95566;73249;4263;519;17437;98;-
Rio das Pedras (SP);14587;9600;493;67;4415;12;-
Rio Grande da Serra (SP);22170;10678;1670;143;9658;21;-
Riolândia (SP);4553;2427;172;54;1899;1;-
Rosana (SP);9911;5260;447;95;4095;14;-
Roseira (SP);4757;2966;177;17;1594;3;-
Rubiácea (SP);1337;730;53;16;538;-;-
Rubinéia (SP);1447;1017;38;17;374;1;-
Sabino (SP);2594;1670;124;7;792;1;-
Sagres (SP);1204;645;42;11;506;-;-
Sales (SP);2662;1987;47;8;618;2;-
Sales Oliveira (SP);5327;4167;179;20;960;1;-
Salesópolis (SP);7729;6300;125;39;1263;2;-
Salmourão (SP);2341;1171;111;19;1038;2;-
Saltinho (SP);3540;3134;39;4;361;2;-
Salto (SP);53384;37589;2576;329;12855;35;-
Salto de Pirapora (SP);20183;14578;612;171;4786;36;-
Salto Grande (SP);4434;3093;126;26;1187;2;-
Sandovalina (SP);1814;799;111;25;871;8;-
Santa Adélia (SP);7169;5267;199;47;1652;4;-
Santa Albertina (SP);2818;2035;98;18;666;1;-
Santa Bárbara d'Oeste (SP);90787;66306;3114;394;20928;36;9
Santa Branca (SP);6888;5023;272;38;1545;10;-
Santa Clara d'Oeste (SP);1011;757;26;3;225;-;-
Santa Cruz da Conceição (SP);2022;1708;38;3;270;3;-
Santa Cruz da Esperança (SP);987;709;32;3;243;-;-
Santa Cruz das Palmeiras (SP);14710;8883;695;46;5083;3;-
Santa Cruz do Rio Pardo (SP);22409;17737;655;139;3873;5;-
Santa Ernestina (SP);2716;1533;110;4;1068;1;-
Santa Fé do Sul (SP);15155;11249;288;267;3329;22;-
Santa Gertrudes (SP);10680;7205;389;33;3049;4;-
Santa Isabel (SP);25205;18012;888;222;6062;21;-
Santa Lúcia (SP);4118;2473;238;5;1402;-;-
Santa Maria da Serra (SP);2667;1660;58;3;946;-;-
Santa Mercedes (SP);1408;773;58;27;545;5;-
Santana da Ponte Pensa (SP);800;627;7;1;165;-;-
Santana de Parnaíba (SP);55142;33434;2418;593;18670;26;1
Santa Rita d'Oeste (SP);1279;1004;35;14;226;-;-
Santa Rita do Passa Quatro (SP);13665;10485;658;39;2466;17;-
Santa Rosa de Viterbo (SP);12081;7701;666;47;3662;5;-
Santa Salete (SP);704;570;6;1;127;-;-
Santo Anastácio (SP);10493;6682;488;178;3134;11;-
Santo André (SP);351949;254332;13471;4965;78858;323;-
Santo Antônio da Alegria (SP);3044;2292;104;20;627;1;-
Santo Antônio de Posse (SP);10238;7115;376;34;2703;10;-
Santo Antônio do Aracanguá (SP);3747;1945;168;22;1610;2;-
Santo Antônio do Jardim (SP);2898;2305;101;10;481;1;-
Santo Antônio do Pinhal (SP);3217;2708;38;47;424;-;-
Santo Expedito (SP);1400;744;36;14;603;3;-
Santópolis do Aguapeí (SP);2110;1032;81;61;935;1;-
Santos (SP);227488;166719;10104;2302;48096;255;12
São Bento do Sapucaí (SP);5197;4486;129;16;566;-;-
São Bernardo do Campo (SP);395837;260072;17787;6959;110581;433;5
São Caetano do Sul (SP);80410;69081;1711;1319;8259;40;-
São Carlos (SP);113036;83607;5728;908;22665;125;3
São Francisco (SP);1393;1039;42;10;301;1;-
São João da Boa Vista (SP);43093;34946;2047;93;5972;35;-
São João das Duas Pontes (SP);1276;965;44;5;262;-;-
São João de Iracema (SP);882;519;33;1;329;-;-
São João do Pau d'Alho (SP);1046;756;18;7;265;-;-
São Joaquim da Barra (SP);23720;14724;1774;135;7075;12;-
São José da Bela Vista (SP);4094;2340;237;10;1507;-;-
São José do Barreiro (SP);2030;1409;96;2;518;5;-
São José do Rio Pardo (SP);26353;19432;1322;72;5513;14;-
São José do Rio Preto (SP);212242;165225;7282;2018;37575;129;13
São José dos Campos (SP);321297;237035;13406;4472;66129;251;4
São Lourenço da Serra (SP);6886;4308;255;142;2178;3;-
São Luís do Paraitinga (SP);5079;4117;76;11;873;2;-
São Manuel (SP);19576;14237;820;80;4432;7;-
São Miguel Arcanjo (SP);15455;11204;215;457;3564;15;-
São Paulo (SP);5924871;3651217;372081;130745;1763943;6775;110
São Pedro (SP);16239;12603;407;103;3115;11;-
São Pedro do Turvo (SP);3528;2616;81;25;803;3;-
São Roque (SP);40059;27414;1738;358;10510;27;12
São Sebastião (SP);37056;20596;2161;267;13872;160;-
São Sebastião da Grama (SP);5933;4135;297;6;1494;1;-
São Simão (SP);7285;5182;462;19;1622;-;-
São Vicente (SP);172781;94469;11572;1109;65396;234;1
Sarapuí (SP);4433;3137;138;75;1082;1;-
Sarutaiá (SP);1803;1357;47;15;378;6;-
Sebastianópolis do Sul (SP);1506;1145;25;3;333;-;-
Serra Azul (SP);4383;2724;264;16;1377;2;-
Serrana (SP);19392;10180;1170;65;7971;6;-
Serra Negra (SP);13521;11002;348;48;2113;10;-
Sertãozinho (SP);55373;33243;3034;298;18756;42;-
Sete Barras (SP);6324;3389;222;84;2556;73;-
Severínia (SP);7456;4157;308;41;2945;5;-
Silveiras (SP);2856;2004;138;15;692;7;-
Socorro (SP);18481;16292;354;83;1742;10;-
Sorocaba (SP);299611;226375;11292;3341;58301;301;1
Sud Mennucci (SP);3693;2044;88;16;1543;2;-
Sumaré (SP);121448;72124;6085;872;42282;85;-
Suzano (SP);133786;71717;8605;4256;49019;189;-
Suzanápolis (SP);1635;837;48;13;737;-;-
Tabapuã (SP);5618;4397;133;10;1077;1;-
Tabatinga (SP);7121;4941;215;68;1885;12;-
Taboão da Serra (SP);127633;64229;11239;1640;50384;136;5
Taciba (SP);2853;1661;99;9;1080;4;-
Taguaí (SP);5443;4572;52;14;802;3;-
Taiaçu (SP);2922;2130;93;9;690;-;-
Taiúva (SP);2751;2230;69;18;433;1;-
Tambaú (SP);11233;7584;517;28;3099;5;-
Tanabi (SP);12013;9161;345;35;2462;10;-
Tapiraí (SP);3969;2403;172;118;1264;12;-
Tapiratiba (SP);6406;4177;343;21;1863;2;-
Taquaral (SP);1353;921;59;16;357;-;-
Taquaritinga (SP);27326;18762;1145;251;7145;23;-
Taquarituba (SP);11199;8401;164;100;2530;4;-
Taquarivaí (SP);2573;2067;12;13;481;-;-
Tarabai (SP);3314;1662;193;65;1392;2;-
Tarumã (SP);6302;3764;177;24;2337;-;-
Tatuí (SP);54292;44177;1377;341;8365;32;-
Taubaté (SP);141934;111065;4496;944;25300;129;-
Tejupá (SP);2342;1729;57;9;544;3;-
Teodoro Sampaio (SP);10721;5268;440;127;4878;8;-
Terra Roxa (SP);4199;2779;216;54;1144;6;-
Tietê (SP);18586;14170;941;52;3414;9;-
Timburi (SP);1282;1016;21;3;241;1;-
Torre de Pedra (SP);1066;861;3;1;201;-;-
Torrinha (SP);4623;3849;74;6;693;1;-
Trabiju (SP);774;460;38;4;272;-;-
Tremembé (SP);19321;14902;637;133;3632;17;-
Três Fronteiras (SP);2709;1944;75;21;667;2;-
Tuiuti (SP);2908;2213;90;10;595;-;-
Tupã (SP);32742;21814;1032;938;8881;77;-
Tupi Paulista (SP);6689;5210;79;100;1298;2;-
Turiúba (SP);933;748;45;2;138;-;-
Turmalina (SP);996;851;20;3;122;-;-
Ubarana (SP);2574;1712;110;22;730;-;-
Ubatuba (SP);39625;24031;2030;408;12978;178;-
Ubirajara (SP);2143;1465;67;1;609;1;-
Uchoa (SP);4764;3651;187;8;917;1;-
